iyp_org_name,iyp_countries,iyp_n_as,tier,candidates,candidate_names
"Premier, Inc.",US,1,legal_core,2549004WBDC394DA3W87;254900TVN7TKHQZISG52;549300MYCPE87Q1LS481;549300TGY7XOOC477466,"Premier Credit Union [ACTIVE] | Premier Federal Credit Union [ACTIVE] | PREMIER AG INC. [ACTIVE] | The Premier, LLC [ACTIVE]"
Macquarie Bank,AU,2,legal_core,4ZHCHI4KYZG2WVRT8631;549300MPRNPO6FWNKN78,MACQUARIE BANK LIMITED [ACTIVE] | MACQUARIE BANK LIMITED [ACTIVE]
Fisher Scientific,US,3,legal_core,549300JLXOCO3Q1XUR35;549300LCICOL5G2YXP11,Fisher Scientific Company [ACTIVE] | FISHER SCIENTIFIC SAS [ACTIVE]
GOBIERNO DE CANARIAS,ES,1,fuzzy,95980020140005138461;95980020140005760134,"GOBIERNO DE CANTABRIA PENSIONES, F.P [ACTIVE] | GOBIERNO DE CANTABRIA [ACTIVE]"
The Citizens Savings Bank,US,1,legal_exact,254900UH275N6ULKI387;549300CDGL2OULMP7388;549300ESV371MYVWQV54,CITIZENS SAVINGS BANK [ACTIVE] | Citizens Savings Bank [ACTIVE] | Citizens Savings Bank [ACTIVE]
Artefact SARL,FR,2,legal_core,894500L9JQLY4JKO7D89;969500UWPQBQWTJKU739;969500XCNV6TL7KA1869,ARTEFACT SAS [ACTIVE] | ARTEFACT [ACTIVE] | ARTEFACT [ACTIVE]
MAGELLAN SAS,FR,1,legal_core,8945006P3Z1HWGQ0L044;9695000NKARR3BJMZ758;9695006C5LLC7AE24T87;9695007M4LYKDI1JZ439;969500APSSVI3IEL6C55;969500BPQVGLNSYY5B13;969500WQ9YBC3ZKDFI43;969500X5EYNNN7WI2A21;969500YTWWP56PGFED79;984500FSBF3C104E1E65,MAGELLAN [ACTIVE] | MAGELLAN [ACTIVE] | MAGELLAN [ACTIVE] | MAGELLAN [ACTIVE] | MAGELLAN [ACTIVE] | MAGELLAN [ACTIVE] | MAGELLAN [ACTIVE] | MAGELLAN [ACTIVE] | MAGELLAN [ACTIVE] | MAGELLAN [ACTIVE]
The Aerospace Corporation,US,1,legal_core,5493002KM0SK2BKXJ188;5493004CZUGDTDC6QB68,"Aerospace Co., Inc. [ACTIVE] | AEROSPACE FEDERAL CREDIT UNION [ACTIVE]"
McKinsey & Company,US,7,legal_core,2549004HRCU4JSZDCB35;KRXXK3K6ZU5I4X4VTH24,"MCKINSEY & COMPANY, INC. (MALAYSIA) [ACTIVE] | MCKINSEY & COMPANY, INC. [ACTIVE]"
DI Forening,DK,1,legal_core,254900BWO1KCZGCVMU33;5493005AKRE38Z596314,DI ApS [ACTIVE] | DI [ACTIVE]
Man Investments Limited,GB,2,legal_exact,254900UCP5AK26YN1D08;549300IYJMOSFW0SWE19,Man Investments (Shanghai) Limited [ACTIVE] | MAN INVESTMENTS LIMITED [ACTIVE]
First United Bank and Trust Company,US,1,legal_exact,549300DMHEHNYZ2OLB41;549300V9HKOIF4980H71,First United Bank and Trust Company [ACTIVE] | First United Bank and Trust Company [ACTIVE]
VECTOR sp. z o.o.,PL,1,legal_core,259400FZN3EW09ULQO60;984500D36B4C13E2DD74,"""VECTOR"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ [ACTIVE] | VECTOR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ [ACTIVE]"
Centennial Bank,US,1,legal_exact,549300BEFX6JRSCS5N78;549300YR7U7TZTQ1GH77,Centennial Bank [ACTIVE] | Centennial Bank [ACTIVE]
Nemo S.r.l.,IT,1,legal_exact,815600072932307A2F26;8156007609350E9A5F20;815600BCE66014B1DC13;894500G9VBZZYX1L7245,NEMO S.R.L. [ACTIVE] | NEMO S.R.L. [ACTIVE] | NEMO S.R.L. [ACTIVE] | NEMO S.R.L. [ACTIVE]
CCI,US,1,other_name_core,213800SBDTTGQSBK4X96;254900V05UH1I4FN6A50,"CONTROL COMPONENTS INC [ACTIVE] | SYSTEMATIC CREDIT INVESTMENTS, LLC [ACTIVE]"
"PT. Bank Negara Indonesia (Persero), Tbk.",ID,1,legal_exact,2549004Y97GQ3R278O28;549300HZ8J3MLVXQ8F85,PT Bank Negara Indonesia (Persero) Tbk. [ACTIVE] | PT BANK NEGARA INDONESIA (PERSERO) TBK [ACTIVE]
C3,US,2,legal_core,54930028XLLLE5HGZF03;549300P7ZDPL8UWNVI47;549300RT63RK8VIV0X41,"C3 Limited Partnership [ACTIVE] | C3, Inc. [ACTIVE] | C3 LLC [ACTIVE]"
CAME S.P.A.,IT,1,legal_exact,815600F8E63531367F66;815600FFFAA6E7528958,CAME S.P.A. [ACTIVE] | CAME S.P.A. [ACTIVE]
"ATRADIUS CREDITO Y CAUCION SA, DE SEGUROS Y REASEGUROS",ES,1,legal_exact,254900O9L56RJLZX5052;9598002U9BK2VP1RTG14,ATRADIUS CREDITO Y CAUCION SA DE SEGUROS Y REASEGUROS [ACTIVE] | ATRADIUS CREDITO Y CAUCION SA DE SEGUROS Y REASEGUROS [ACTIVE]
M&M GMbH,DE,1,legal_core,391200QZC8HIMTPBSW65;8945007MU7HMJ1JMGJ17,M & M eGbR [ACTIVE] | M & M UG (haftungsbeschränkt) [ACTIVE]
The J. M. Smucker Co.,US,1,legal_core,5493000WDH6A0LHDJD55;549300RH3204BC21UZ79,THE J. M. SMUCKER COMPANY [ACTIVE] | J.M. SMUCKER LLC [ACTIVE]
WESTERN ASSET MANAGEMENT COMPANY,US,1,legal_core,549300C5A561UXUICN46;549300IVCLHPHPOYT226,"Western Asset Management Company, LLC [ACTIVE] | WESTERN ASSET MANAGEMENT COMPANY LIMITED [ACTIVE]"
OPS Sarl,FR,1,legal_core,8945008DXZGAT8K6MK77;969500258SZNSUC0L317;969500V2067XWVHWOS96;969500WPRBINUH0FE626,OPS [ACTIVE] | OPS [ACTIVE] | OPS [ACTIVE] | OPS [ACTIVE]
DIMAR,IT,1,legal_core,5299001XACYSB54YI880;8156009A530B15FECF60,DIMAR S.R.L. [ACTIVE] | DIMAR S.P.A. [ACTIVE]
Center for Creative Leadership,US,1,legal_exact,254900XUG1GMOT0J9R98;699400L62D24FOCVIX94,Center for Creative Leadership [ACTIVE] | CENTER FOR CREATIVE LEADERSHIP [ACTIVE]
Indian Institute of Technology (Indian School of Mines) Dhanbad,IN,2,fuzzy,335800TFZI7UY1X27920,INDIAN INSTITUTE OF TECHNOLOGY DHARWAD [ACTIVE]
AT&T,US,1,legal_core,4PD8YHHBETYIBWD91168;549300Z40J86GGSTL398,AT&T CORP. [ACTIVE] | AT&T INC. [ACTIVE]
Transcend Credit Union,US,1,legal_core,549300718VVOPARZB771;549300OCBGBM6IS0J130,TRANSCEND INVESTMENTS LLC [ACTIVE] | TRANSCEND Federal Credit Union [ACTIVE]
"Oaktree Capital Management, LP",US,2,legal_core,2138001L3U9MRI6BUB30;254900AL9EK7S9ZPZ570;254900MO2PHA298XUY16;254900NP4U4TB77WHR09;549300UXS5VVND5B1G52;JOAJT0QKF9HWVYTX5K56,"Oaktree Capital Management (Europe) LLP [ACTIVE] | Oaktree Capital Management (International) Limited [ACTIVE] | Oaktree Capital Management Pte. Ltd. [ACTIVE] | Oaktree Capital Management (Cayman), L.P. [ACTIVE] | OAKTREE CAPITAL MANAGEMENT (UK) LLP [ACTIVE] | OAKTREE CAPITAL MANAGEMENT, L.P. [ACTIVE]"
"Red Ventures, LLC",US,2,legal_exact,549300YLXP1WUPT0Q494;9845004G68FBD7FP1585,"Red Ventures, LLC [ACTIVE] | RED VENTURES LLC [ACTIVE]"
Bayer AG,DE,4,legal_core,3912006KG4HA68NWAZ84;3912008FVZU480Z3MR94;529900KL5QYDWGEHL991;549300J4U55H3WP1XT59,Bayer GmbH [ACTIVE] | Bayer GbR [ACTIVE] | Bayer LIMITED [ACTIVE] | Bayer Aktiengesellschaft [ACTIVE]
"Teng Yue Partners, LP",US,1,legal_core,254900FDEQ1XNOF1YG41;549300ESIAW8P3YE0H48,"Teng Yue Partners GP, LLC [ACTIVE] | TENG YUE PARTNERS, L.P. [ACTIVE]"
JD Invest GmbH,DE,1,legal_exact,391200YZH4HVG5O7EH66;984500600G5KB72A5648,JD Invest GmbH [ACTIVE] | JD Invest GmbH [ACTIVE]
BAWAG P.S.K. Bank fuer Arbeit und Wirtschaft und Oesterreichische Postsparkasse Aktiengesellschaft,AT,1,fuzzy,529900ICA8XQYGIKR372;894500IEPB03IMPCP705,BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse Aktiengesellschaft [ACTIVE] | BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse Aktiengesellschaft [ACTIVE]
Hong Leong Bank Berhad,MY,1,legal_exact,5493002HDJOTQT0KAE63;549300BUPYUQGB5BFX94,HONG LEONG BANK BERHAD [ACTIVE] | HONG LEONG BANK BERHAD [ACTIVE]
Commerce Bank,US,1,legal_exact,549300652XGKF36NER24;7DMUJTL9FFTVIAG9H788,Commerce Bank [ACTIVE] | Commerce Bank [ACTIVE]
LIBRA S.R.L.,IT,2,legal_exact,529900GDURZ0W5O5UK45;81560024F4C528FC1360;8156003511BB00AB3451;81560063DBBCBF112009;8156006627D08B620546;8156007EDE4D81980E51;815600B8FFEA44E59631;815600BD4B8AEABBAD39;815600BE0AFF78373647;815600E96FB017137343;815600F5E5B0150D2796;9845008UF2E55EA38267;984500E6DDBA6A147D22,LIBRA S.R.L. [ACTIVE] | LIBRA S.R.L. [ACTIVE] | LIBRA S.R.L. [ACTIVE] | LIBRA S.R.L. [ACTIVE] | LIBRA S.R.L. [ACTIVE] | LIBRA S.R.L. [ACTIVE] | LIBRA S.R.L. [ACTIVE] | LIBRA S.R.L. [ACTIVE] | LIBRA S.R.L. [ACTIVE] | LIBRA S.R.L. [ACTIVE] | LIBRA S.R.L. [ACTIVE] | LIBRA S.R.L. [ACTIVE] | LIBRA S.R.L. [ACTIVE]
Macquarie Bank Limited,AU,1,legal_exact,4ZHCHI4KYZG2WVRT8631;549300MPRNPO6FWNKN78,MACQUARIE BANK LIMITED [ACTIVE] | MACQUARIE BANK LIMITED [ACTIVE]
"Allergan, Inc.",US,3,legal_exact,254900RK26XCDQIJ0I12;6T6CAG8O6TSUTMO6BA21,"Allergan Inc [ACTIVE] | ALLERGAN, INC. [ACTIVE]"
SAFE CREDIT UNION,US,1,legal_core,549300BLQQL5GPC6OJ66;549300SGD2RNJOEDDS24,SAFE FEDERAL CREDIT UNION [ACTIVE] | SAFE [ACTIVE]
ACP IT Solutions AG,DE,2,legal_exact,391200WY5JSC5CJKMZ57;5299004DENFRJNV8JV48;894500CI7PX2MUE4QE83,ACP IT Solutions AG [ACTIVE] | ACP IT Solutions AG [ACTIVE] | ACP IT Solutions AG [ACTIVE]
County of Orange,US,1,legal_exact,254900A5FX1HDD1VHV05;254900JK6VDGKKNNKL68,County of Orange (FL) [ACTIVE] | County Of Orange [ACTIVE]
Dynatrace,US,2,legal_core,254900U38IO5FMXCGH14;6488T0Z33CE9L61EX904,"DYNATRACE LLC [ACTIVE] | Dynatrace, Inc. [ACTIVE]"
"Infor (US), Inc",US,1,other_name_exact,549300Q3IIYBYI4RHD64;CIOT8TLNSHRE7MIBDR09,"INFOR, LLC [ACTIVE] | INFOR (US), LLC [ACTIVE]"
Life Technologies Corp.,US,2,legal_core,3JLSBV8MA26EL9P7UR35;PJV6UHXW21PB22P87E25;ZX5LQJBHZ3NFEMZ34U07,LIFE TECHNOLOGIES FINANCE LIMITED [ACTIVE] | LIFE TECHNOLOGIES LIMITED [ACTIVE] | LIFE TECHNOLOGIES CORPORATION [ACTIVE]
SETA S.R.L.,IT,1,legal_exact,815600E482642B03D408;894500VHJDN9WLAD0Z80,SETA S.R.L. [ACTIVE] | SETA S.R.L. [ACTIVE]
Pegaso Srl,IT,2,legal_exact,8156003743863F934897;815600380606A54E4F10;8156003EAE106E886254;8156003ECFF44D6E1D41;815600E36F043387E336;8945009046IUQK2SUK86,PEGASO SRL [ACTIVE] | PEGASO SRL [ACTIVE] | PEGASO SRL [ACTIVE] | PEGASO SRL [ACTIVE] | PEGASO SRL [ACTIVE] | PEGASO SRL [ACTIVE]
THE INNOVATION GROUP (EMEA) LTD,GB,1,legal_core,2138008UUQYDTB5Q2H42;213800VU3PIOGINE4P48,THE INNOVATION GROUP LIMITED [ACTIVE] | THE INNOVATION GROUP (EMEA) LIMITED [ACTIVE]
ATI,US,1,legal_core,549300RREZP35VHDDO87;ZW1LRE7C3H17O2ZN9B45,ATI INVESTMENTS LLC [ACTIVE] | ATI INC. [ACTIVE]
"POET, LLC",US,1,legal_core,254900LFSLWBC1TPGB88;5493000JFBFDMISZQL46,"POET, INC. [ACTIVE] | POET Investments, LLC [ACTIVE]"
MAGIS S.P.A.,IT,1,legal_exact,815600663242DF78E569;815600B7B290C661CA43;815600D77F6DB00A2221;894500AFUBTTENE74E59,MAGIS S.P.A. [ACTIVE] | MAGIS S.P.A. [ACTIVE] | MAGIS S.P.A. [ACTIVE] | MAGIS S.P.A. [ACTIVE]
Johnson Control,US,1,fuzzy,2138007EEYRGP54M3S87;3LB2NG8VUULSCV2NO430,"JOHNSON CONTROLS L.L.C.  [ACTIVE] | JOHNSON CONTROLS, INC. [ACTIVE]"
Union Bank and Trust Company,US,1,legal_exact,254900D60438WI8L8H87;549300FDWHVG4HSERS14;R6KJ2D7C3UT8OVTWHS39,Union Bank and Trust Company [ACTIVE] | Union Bank & Trust Company [ACTIVE] | Union Bank and Trust Company [ACTIVE]
